Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2003-04-16 21:05:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,CENTRAL,"ARREST, BOOKED",2000 Block of TAYLOR ST,-122.414378186208,37.801472613841604
2003-04-16 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,700 Block of CALIFORNIA ST,-122.407142446839,37.7923543180605
2003-04-16 21:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,PARK,NONE,1600 Block of HAYES ST,-122.443584639717,37.7741979150087
2003-04-16 21:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,RICHMOND,NONE,100 Block of 20TH AV,-122.479647909386,37.7850393297948
2003-04-16 21:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Wednesday,BAYVIEW,NONE,100 Block of THORNTON AV,-122.393914948342,37.730836469083705
2003-04-16 21:00:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,2300 Block of NORIEGA ST,-122.488800223843,37.7536422594771
2003-04-16 21:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,TARAVAL,NOT PROSECUTED,100 Block of SAGAMORE ST,-122.457550604445,37.7114523851458
2003-04-16 20:51:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.420629159814,37.7658091937535
2003-04-16 20:50:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,INGLESIDE,"ARREST, BOOKED",3200 Block of MISSION ST,-122.42039487496,37.744688222803
2003-04-16 20:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,2700 Block of GOUGH ST,-122.427296593829,37.7986182683168
2003-04-16 20:30:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of CYRIL MAGNIN STORTH ST,-122.40864858783002,37.7849124714319
2003-04-16 20:27:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,1600 Block of BAY ST,-122.434177010449,37.8030044258258
2003-04-16 20:27:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN,JUVENILE BOOKED,5TH ST / MARKET ST,-122.40806834515499,37.783991676793214
2003-04-16 20:22:00,TRESPASS,TRESPASSING,Wednesday,SOUTHERN,"ARREST, BOOKED",700 Block of HOWARD ST,-122.40165866347601,37.7841666882161
2003-04-16 20:15:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",400 Block of 10TH ST,-122.410541166987,37.7709130566165
2003-04-16 20:10:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,3RD ST / OAKDALE AV,-122.390697630726,37.7347969947664
2003-04-16 20:05:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205559,37.7792122589856
2003-04-16 20:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,SOUTHERN,"ARREST, BOOKED",7TH ST / MISSION ST,-122.410939205559,37.7792122589856
2003-04-16 20:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,RICHMOND,NONE,800 Block of LA PLAYA ST,-122.509895418239,37.7723131976814
2003-04-16 20:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Wednesday,MISSION,NONE,500 Block of ALVARADO ST,-122.43323494589701,37.7538099798832
2003-04-16 20:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Wednesday,BAYVIEW,NONE,0 Block of GARLINGTON CT,-122.38435769837999,37.7324996437285
2003-04-16 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Wednesday,INGLESIDE,NONE,0 Block of MONETA WY,-122.449089456346,37.7129282254093
2003-04-16 20:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,MISSION,NONE,24TH ST / ALABAMA ST,-122.41096266476299,37.7526849196185
2003-04-16 19:52:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,SOUTHERN,"ARREST, BOOKED",JULIA ST / MINNA ST,-122.41187412058399,37.777617628079604
2003-04-16 19:52:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN,"ARREST, BOOKED",JULIA ST / MINNA ST,-122.41187412058399,37.777617628079604
2003-04-16 19:52:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",JULIA ST / MINNA ST,-122.41187412058399,37.777617628079604
2003-04-16 19:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,FRANKLIN ST / GOLDEN GATE AV,-122.422090267894,37.780821970809896
2003-04-16 19:39:00,FORGERY/COUNTERFEITING,"COUNTERFEITING, COINS OR NOTES",Wednesday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2003-04-16 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,0 Block of ROSSI AV,-122.45624298379101,37.7780998620509
2003-04-16 19:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
2003-04-16 19:20:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / UNDERWOOD AV,-122.388112672367,37.727668992422295
2003-04-16 19:20:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / UNDERWOOD AV,-122.388112672367,37.727668992422295
2003-04-16 19:10:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.416991089644,37.777074192255995
2003-04-16 19:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2003-04-16 19:00:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Wednesday,TENDERLOIN,NONE,0 Block of JONES ST,-122.41219255572099,37.781604574125204
2003-04-16 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE,SACRAMENTO ST / SCOTT ST,-122.438963311175,37.7892067223644
2003-04-16 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,INGLESIDE,NONE,100 Block of NEWMAN ST,-122.41727727916401,37.7376808535315
2003-04-16 19:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,CENTRAL,NONE,PINE ST / POWELL ST,-122.40897760541999,37.791088690931296
2003-04-16 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,CENTRAL,NONE,1100 Block of STOCKTON ST,-122.40841209731701,37.7962635594474
2003-04-16 19:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,RICHMOND,NONE,SACRAMENTO ST / SCOTT ST,-122.438963311175,37.7892067223644
2003-04-16 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,CENTRAL,NONE,PINE ST / POWELL ST,-122.40897760541999,37.791088690931296
2003-04-16 19:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,TARAVAL,NONE,LAWTON ST / 32ND AV,-122.49066342164801,37.757351232651
2003-04-16 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,LAWTON ST / 32ND AV,-122.49066342164801,37.757351232651
2003-04-16 18:57:00,TRESPASS,TRESPASSING,Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 24TH ST,-122.412752466973,37.7525306669004
2003-04-16 18:50:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,CENTRAL,NONE,600 Block of JONES ST,-122.41316280209601,37.7870801005292
2003-04-16 18:44:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,TARAVAL,"ARREST, BOOKED",OCEAN AV / 19TH AV,-122.474954469048,37.73245607587671
2003-04-16 18:42:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,BAYVIEW,"ARREST, CITED",LA SALLE AV / CASHMERE ST,-122.387177847121,37.7356637644886
2003-04-16 18:30:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Wednesday,INGLESIDE,UNFOUNDED,3300 Block of MISSION ST,-122.421128029505,37.7435550542265
2003-04-16 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE,700 Block of 9TH AV,-122.46694862418501,37.7742721429002
2003-04-16 18:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,PSYCHOPATHIC CASE,1100 Block of MCALLISTER ST,-122.431321447148,37.7786327618285
2003-04-16 18:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,NORTHERN,NONE,600 Block of TURK ST,-122.419820628063,37.782008780606
2003-04-16 18:30:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,TENDERLOIN,COMPLAINANT REFUSES TO PROSECUTE,GOLDEN GATE AV / LARKIN ST,-122.417146843843,37.7814463501111
2003-04-16 18:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,NORTHERN,NONE,600 Block of TURK ST,-122.419820628063,37.782008780606
2003-04-16 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,SANSOME ST / MARKET ST,-122.400316057294,37.790099627344105
2003-04-16 18:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,UNFOUNDED,CUMBERLAND ST / GUERRERO ST,-122.4235644734,37.759168673108704
2003-04-16 18:30:00,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.424251976012,37.7872870352478
2003-04-16 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,FAIR OAKS ST / 24TH ST,-122.423988889235,37.7519098559017
2003-04-16 18:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2003-04-16 18:30:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,SOUTHERN,NONE,200 Block of I-80,-122.36493749408001,37.8102044406285
2003-04-16 18:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,INGLESIDE,NONE,0 Block of LAIDLEY ST,-122.43144626949,37.7410546236011
2003-04-16 18:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,MISSION,UNFOUNDED,CUMBERLAND ST / GUERRERO ST,-122.4235644734,37.759168673108704
2003-04-16 18:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,RICHMOND,NONE,700 Block of 9TH AV,-122.46694862418501,37.7742721429002
2003-04-16 18:25:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,CENTRAL,NONE,600 Block of HYDE ST,-122.416477397948,37.786795408034294
2003-04-16 18:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,PARK,NONE,FULTON ST / MASONIC AV,-122.446472678978,37.775801594368794
2003-04-16 18:00:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,INGLESIDE,NONE,1500 Block of GENEVA AV,-122.43082630188101,37.7124349004423
2003-04-16 18:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,PARK,NONE,FULTON ST / MASONIC AV,-122.446472678978,37.775801594368794
2003-04-16 18:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,BAYVIEW,NONE,OAKDALE AV / 3RD ST,-122.390697630726,37.7347969947664
2003-04-16 18:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,PARK,NONE,200 Block of ASHBURY ST,-122.447522449337,37.773261285104496
2003-04-16 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,NORTHERN,NONE,FRANKLIN ST / MCALLISTER ST,-122.42189313447399,37.779891233591
2003-04-16 18:00:00,MISSING PERSON,MISSING ADULT,Wednesday,TENDERLOIN,LOCATED,0 Block of TAYLOR ST,-122.410689907787,37.7824948907735
2003-04-16 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,300 Block of FRANKLIN ST,-122.42144658890801,37.777316514741294
2003-04-16 18:00:00,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Wednesday,RICHMOND,NONE,3600 Block of CALIFORNIA ST,-122.454092723279,37.7862748742981
2003-04-16 18:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,PARK,NONE,200 Block of ASHBURY ST,-122.447522449337,37.773261285104496
2003-04-16 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,BROADWAY ST / TAYLOR ST,-122.41356154653499,37.797038346402395
2003-04-16 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,0 Block of CHUMASERO DR,-122.47287586133899,37.713317784448
2003-04-16 18:00:00,BURGLARY,"BURGLARY OF STORE, ATTEMPTED FORCIBLE ENTRY",Wednesday,TARAVAL,NONE,2100 Block of IRVING ST,-122.480879331306,37.763341398914896
2003-04-16 17:56:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,MISSION,"ARREST, BOOKED",1700 Block of MISSION ST,-122.420074869539,37.768640924905895
2003-04-16 17:45:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,BAYVIEW,NONE,1500 Block of INDIANA ST,-122.39056600612699,37.7507377457056
2003-04-16 17:45:00,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Wednesday,TARAVAL,NONE,2400 Block of IRVING ST,-122.48410423128,37.763309380852704
2003-04-16 17:40:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,BAYVIEW,NONE,OAKDALE AV / BALDWIN CT,-122.38140097143601,37.7294904424737
2003-04-16 17:40:00,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,NORTHERN,"ARREST, BOOKED",700 Block of POLK ST,-122.419387180576,37.7837899781799
2003-04-16 17:40:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,BAYVIEW,NONE,200 Block of CHANNEL ST,-122.392594838081,37.773491307891796
2003-04-16 17:39:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",BLUXOME ST / 4TH ST,-122.39574547299101,37.77769954049821
2003-04-16 17:35:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,2100 Block of FILLMORE ST,-122.434003515569,37.7893718853177
2003-04-16 17:32:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,TARAVAL,NONE,1400 Block of 28TH AV,-122.48664362029301,37.7603201652156
2003-04-16 17:31:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, BOOKED",700 Block of SILVER AV,-122.420016996971,37.72904172490061
2003-04-16 17:30:00,TRESPASS,TRESPASSING,Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 26TH ST,-122.41112038800199,37.7494085356846
2003-04-16 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,STEINER ST / FULTON ST,-122.43322047527201,37.77748926523979
2003-04-16 17:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2003-04-16 17:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE",Wednesday,TARAVAL,UNFOUNDED,NORIEGA ST / 22ND AV,-122.47968837011801,37.7540969002835
2003-04-16 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 26TH ST,-122.41112038800199,37.7494085356846
2003-04-16 17:30:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,NORTHERN,NONE,3000 Block of FILLMORE ST,-122.435654173631,37.797555304959104
2003-04-16 17:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,TARAVAL,UNFOUNDED,NORIEGA ST / 22ND AV,-122.47968837011801,37.7540969002835
2003-04-16 17:30:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,SOMERSET ST / BURROWS ST,-122.40805407815701,37.7278009520325
2003-04-16 17:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,100 Block of FAIR OAKS ST,-122.424142545488,37.7542932129691
2003-04-16 17:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE,19TH AV / BUCKINGHAM WY,-122.47496143411502,37.7256901689348
2003-04-16 17:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,NORTHERN,NONE,STEINER ST / FULTON ST,-122.43322047527201,37.77748926523979
2003-04-16 17:30:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 26TH ST,-122.41112038800199,37.7494085356846
2003-04-16 17:12:00,SEX OFFENSES FORCIBLE,ANNOY OR MOLEST CHILDREN,Wednesday,MISSION,NONE,3800 Block of 26TH ST,-122.42600052531799,37.7485081311496
2003-04-16 17:11:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Wednesday,BAYVIEW,NONE,JENNINGS ST / EVANS AV,-122.37911104454399,37.73768256834821
2003-04-16 17:04:00,NON-CRIMINAL,AIDED CASE,Wednesday,INGLESIDE,NONE,400 Block of PARIS ST,-122.435066260529,37.7216178242752
2003-04-16 17:00:00,ASSAULT,BATTERY,Wednesday,TARAVAL,NONE,200 Block of BYXBEE ST,-122.469914225437,37.718786754580606
2003-04-16 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,0 Block of CAINE AV,-122.45046015890699,37.7173075851019
2003-04-16 17:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,INGLESIDE,NONE,0 Block of LAIDLEY ST,-122.43144626949,37.7410546236011
2003-04-16 17:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE,100 Block of THRIFT ST,-122.457611171012,37.7174108935444
2003-04-16 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,HOWARD ST / 6TH ST,-122.407163046962,37.7797376338762
2003-04-16 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TARAVAL,NONE,1800 Block of 18TH AV,-122.475270848804,37.7533405995305
2003-04-16 17:00:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Wednesday,PARK,NONE,100 Block of LYON ST,-122.442353059832,37.772037861030505
2003-04-16 17:00:00,ASSAULT,BATTERY,Wednesday,MISSION,"ARREST, BOOKED",3200 Block of 17TH ST,-122.41791386187599,37.7635887638425
2003-04-16 17:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,TARAVAL,NONE,IRVING ST / 20TH AV,-122.478191939921,37.763513882745286
2003-04-16 16:45:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,MISSION,NONE,1500 Block of VALENCIA ST,-122.42024729644899,37.748520075538
2003-04-16 16:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Wednesday,NORTHERN,NONE,100 Block of AUSTIN ST,-122.421196557636,37.7891192831765
2003-04-16 16:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,NORTHERN,NONE,100 Block of AUSTIN ST,-122.421196557636,37.7891192831765
2003-04-16 16:28:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,BAYVIEW,"ARREST, BOOKED",4700 Block of 3RD ST,-122.39068958255699,37.735217228007706
2003-04-16 16:28:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,BAYVIEW,"ARREST, BOOKED",4700 Block of 3RD ST,-122.39068958255699,37.735217228007706
2003-04-16 16:20:00,ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE,6TH ST / STEVENSON ST,-122.40969635556601,37.78175405884821
2003-04-16 16:20:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,CENTRAL,"ARREST, BOOKED",300 Block of MONTGOMERY ST,-122.40260260963998,37.7923930433863
2003-04-16 16:20:00,DRUG/NARCOTIC,POSSESSION OF OPIATES,Wednesday,CENTRAL,"ARREST, BOOKED",300 Block of MONTGOMERY ST,-122.40260260963998,37.7923930433863
2003-04-16 16:15:00,FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Wednesday,NORTHERN,NONE,2700 Block of POLK ST,-122.42292821482701,37.802041424659706
2003-04-16 16:10:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-04-16 16:01:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Wednesday,INGLESIDE,NONE,1800 Block of CHURCH ST,-122.42679961735,37.740877945429204
2003-04-16 16:00:00,NON-CRIMINAL,AIDED CASE,Wednesday,CENTRAL,NONE,0 Block of EMERY LN,-122.40975589411501,37.7987008240854
2003-04-16 16:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,SOUTHERN,NONE,600 Block of MARKET ST,-122.403070886779,37.7877867423496
2003-04-16 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,1700 Block of FRANKLIN ST,-122.424001665855,37.7906384353143
2003-04-16 16:00:00,ASSAULT,BATTERY,Wednesday,NORTHERN,NONE,VAN NESS AV / CLAY ST,-122.422695629372,37.7921733284299
2003-04-16 16:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Wednesday,BAYVIEW,NONE,100 Block of ELMIRA ST,-122.403733561327,37.7353069209821
2003-04-16 16:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE,600 Block of MARKET ST,-122.403070886779,37.7877867423496
2003-04-16 16:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,BAYVIEW,NONE,100 Block of ELMIRA ST,-122.403733561327,37.7353069209821
2003-04-16 16:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,PARK,NONE,200 Block of WOODSIDE AV,-122.45423990761299,37.745956295385604
2003-04-16 15:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Wednesday,MISSION,"ARREST, BOOKED",2800 Block of MISSION ST,-122.418434028318,37.7514199300011
2003-04-16 15:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,MISSION,NONE,1600 Block of BRYANT ST,-122.410478069487,37.7662463209137
2003-04-16 15:45:00,MISSING PERSON,MISSING JUVENILE,Wednesday,TARAVAL,LOCATED,500 Block of MT VERNON AV,-122.44955620385299,37.7189097038768
2003-04-16 15:39:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,PARK,JUVENILE DIVERTED,2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2003-04-16 15:34:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,JUVENILE ADMONISHED,0 Block of BELLE AV,-122.470595837132,37.7087320094446
2003-04-16 15:32:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Wednesday,MISSION,JUVENILE BOOKED,24TH ST / DIAMOND ST,-122.436299229784,37.7511533533934
2003-04-16 15:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,NONE,1000 Block of FITZGERALD AV,-122.38841610822901,37.7191956969734
2003-04-16 15:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,BAYVIEW,NONE,1000 Block of FITZGERALD AV,-122.38841610822901,37.7191956969734
2003-04-16 15:30:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Wednesday,INGLESIDE,NONE,300 Block of LISBON ST,-122.43308971434999,37.72278844040071
2003-04-16 15:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,200 Block of WOODSIDE AV,-122.45423990761299,37.745956295385604
2003-04-16 15:29:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,TARAVAL,NONE,1700 Block of OCEAN AV,-122.46070943325,37.7249316978293
2003-04-16 15:20:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,RICHMOND,"ARREST, CITED",7TH AV / FULTON ST,-122.46481228604901,37.7734893384996
2003-04-16 15:14:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,CENTRAL,NONE,1500 Block of GRANT AV,-122.40777592961099,37.801248433422714
2003-04-16 15:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-04-16 15:00:00,NON-CRIMINAL,TARASOFF REPORT,Wednesday,TARAVAL,NONE,1700 Block of OCEAN AV,-122.46070943325,37.7249316978293
2003-04-16 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,POWELL ST / CALIFORNIA ST,-122.40917517146299,37.7920414139167
2003-04-16 15:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,SOUTHERN,"ARREST, CITED",100 Block of 4TH ST,-122.4039407276,37.784300707234394
2003-04-16 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,TENDERLOIN,NONE,LARKIN ST / GROVE ST,-122.41658345614,37.7786591541279
2003-04-16 15:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,200 Block of WALLER ST,-122.42781856612301,37.7715402200675
2003-04-16 15:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,SOUTHERN,NONE,300 Block of 12TH ST,-122.41408061373699,37.770430871470396
2003-04-16 15:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,RICHMOND,NONE,23RD AV / GEARY BL,-122.482591965564,37.7801881442986
2003-04-16 14:51:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / EDDY ST,-122.410955248913,37.7841399509365
